quarter,coefficient,coefficient_pp,se_twoway,ci95_low,ci95_high,ci95_low_pp,ci95_high_pp,reference
2022Q1,-0.03163841807909579,-3.163841807909579,0.048067072492626095,-0.12584988016464294,0.06257304400645136,-12.584988016464294,6.257304400645136,0
2022Q2,-0.042334935492031094,-4.233493549203109,0.06412750055151549,-0.16802483657300146,0.08335496558893926,-16.802483657300147,8.335496558893926,0
2022Q3,-0.10833852956181594,-10.833852956181595,0.04417264074977855,-0.1949169054313819,-0.021760153692249984,-19.49169054313819,-2.1760153692249986,0
2022Q4,0.08868678517293684,8.868678517293684,0.10689462885596639,-0.12082668738475728,0.29820025773063097,-12.082668738475729,29.820025773063097,0
2023Q1,-0.044006442211825716,-4.400644221182572,0.07419881943225291,-0.18943612829904144,0.10142324387538999,-18.943612829904144,10.142324387538999,0
2023Q2,0.02021343377275614,2.021343377275614,0.05483012657293201,-0.08725361431019059,0.12768048185570285,-8.725361431019058,12.768048185570285,0
2023Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
