,car_m1_p1,car_m1_p1,car_m1_p1,car_m10_p1,car_m10_p1,car_m10_p1,amihud,amihud,amihud,lnsize,lnsize,lnsize
,count,mean,median,count,mean,median,count,mean,median,count,mean,median
post,,,,,,,,,,,,
0.0,843,0.008476367002890036,0.0059928455,840,0.04622636495166943,0.01918230145,788,1.382616886794188,0.05262012291616039,841,12.113701274121356,12.033634090590168
1.0,670,0.01706751549469403,0.00621240045,668,0.1255707531638623,0.03361505295,653,1.556257387391529,0.06764993476350183,668,11.78500415485407,11.623647213308793
