permno,cik,td,treated_permno,treated_accession,match_group,extraction_status,window_coverage,bid12,first_bid_date,first_bid_form,first_bid_route,first_bid_accession,n_bid_events,filer_own_bid,ambiguous,n_ambiguous_events,excluded_prior_bid,prior_bid_any,prior_bid_last_date
82213,0000930236,2023-09-27,14566,0001104659-23-107787,0001104659-23-107787,ok,full,0.0,,,,,0,0,0,0,0,0,
75182,0000931015,2023-02-08,76081,0001085146-23-000831,0001085146-23-000831,ok,full,0.0,,,,,0,0,0,0,0,0,
89643,0000932781,2022-02-15,88341,0000897069-22-000124,0000897069-22-000124,ok,full,0.0,,,,,0,0,0,0,0,0,
89643,0000932781,2023-06-01,88984,0001137547-23-000062,0001137547-23-000062,ok,full,0.0,,,,,0,0,0,0,0,0,
81282,0000935036,2022-09-26,90276,0001140361-22-035866,0001140361-22-035866,ok,full,0.0,,,,,0,0,0,0,0,0,
83272,0000940942,2022-01-27,16631,0001193805-22-000143,0001193805-22-000143,ok,full,0.0,,,,,0,0,0,0,0,0,
81584,0000944148,2024-05-13,21121,0000950142-24-001384,0000950142-24-001384,ok,full,1.0,2024-09-03,PREM14A,A,0001193125-24-212184,2,0,0,1,0,0,
82639,0001000298,2023-04-22,13700,0001193805-23-000737,0001193805-23-000737,ok,full,0.0,,,,,0,0,0,0,1,1,2022-08-29
85567,0001001115,2022-06-21,17898,0001058854-22-000031,0001058854-22-000031,ok,full,0.0,,,,,0,0,0,0,0,0,
85567,0001001115,2022-09-27,85013,0001214659-22-011815,0001214659-22-011815,ok,full,0.0,,,,,0,0,0,0,0,0,
82812,0001001171,2024-10-29,24471,0000921895-24-002467,0000921895-24-002467,ok,full,0.0,,,,,0,0,0,0,0,1,2021-04-05
88988,0001005731,2024-04-01,88742,0001493152-24-013789,0001493152-24-013789,ok,full,0.0,,,,,0,0,0,0,0,0,
86080,0001006281,2023-03-16,91279,0001437749-23-007913,0001437749-23-007913,ok,full,0.0,,,,,0,0,0,0,0,0,
86080,0001006281,2024-06-14,18559,0001104659-24-071864,0001104659-24-071864,ok,full,0.0,,,,,0,0,0,0,0,0,
90679,0001007019,2022-03-10,92449,0000902664-22-002243,0000902664-22-002243,ok,full,0.0,,,,,0,0,0,0,0,0,
90679,0001007019,2024-08-05,10044,0001214659-24-015452,0001214659-24-015452,ok,full,0.0,,,,,0,0,0,0,1,1,2024-06-24
90679,0001007019,2024-10-14,23998,0000897069-24-001972,0000897069-24-001972,ok,full,0.0,,,,,0,0,0,0,1,1,2024-06-24
83916,0001013880,2022-12-08,20195,0001193125-22-307453,0001193125-22-307453,ok,full,0.0,,,,,0,0,0,0,0,0,
83844,0001015739,2023-03-30,31668,0001214659-23-004528,0001214659-23-004528,ok,full,0.0,,,,,0,0,0,0,0,0,
83844,0001015739,2023-05-08,18306,0001213900-23-049686,0001213900-23-049686,ok,full,0.0,,,,,0,0,0,0,0,0,
83844,0001015739,2023-07-24,87508,0001493152-23-025513,0001493152-23-025513,ok,full,0.0,,,,,0,0,0,0,0,0,
83969,0001018164,2022-01-27,37402,0000921895-22-000291,0000921895-22-000291,ok,full,0.0,,,,,0,0,0,0,0,0,
84413,0001020214,2024-03-05,22220,0001193805-24-000342,0001193805-24-000342,ok,full,0.0,,,,,0,0,0,0,0,0,
84041,0001021162,2024-04-01,63132,0001493152-24-013403,0001493152-24-013403,ok,full,1.0,2025-03-06,PREM14A,A,0001140361-25-007456,2,0,0,1,0,0,
84203,0001021270,2022-07-19,14258,0001013594-22-000528,0001013594-22-000528,ok,full,1.0,2022-08-09,SC 14D9,A,0001193125-22-215618,6,0,0,1,0,0,
85040,0001023459,2022-04-11,21353,0001193125-22-113123,0001193125-22-113123,ok,full,0.0,,,,,0,0,0,0,0,0,
85040,0001023459,2023-02-10,17382,0000921895-23-000588,0000921895-23-000588,ok,full,0.0,,,,,0,0,0,0,0,0,
84438,0001024795,2024-10-07,92029,0000902664-24-005842,0000902664-24-005842,ok,full,0.0,,,,,0,0,0,0,0,0,
16186,0001027838,2024-10-30,41188,0001214659-24-018485,0001214659-24-018485,ok,full,0.0,,,,,0,0,0,0,0,0,
15912,0001031235,2022-12-19,87084,0000921895-22-003278,0000921895-22-003278,ok,full,0.0,,,,,0,0,0,0,0,0,
84656,0001034670,2023-02-08,76081,0001085146-23-000831,0001085146-23-000831,ok,full,0.0,,,,,0,0,0,0,0,0,
88810,0001034842,2022-11-10,13870,0001104659-22-117058,0001104659-22-117058,ok,full,0.0,,,,,0,0,0,0,0,0,
88810,0001034842,2023-07-19,18377,0001072613-23-000402,0001072613-23-000402,ok,full,0.0,,,,,0,0,0,0,0,0,
16436,0001037676,2022-11-21,18224,0000921895-22-003146,0000921895-22-003146,ok,full,0.0,,,,,0,0,0,0,0,0,
87812,0001038074,2024-06-06,16182,0001085146-24-002696,0001085146-24-002696,ok,full,0.0,,,,,0,0,0,0,0,1,2021-08-02
88260,0001040161,2021-11-30,34673,0000921895-22-000398,0000921895-22-000398,ok,full,0.0,,,,,0,0,0,0,0,0,
88260,0001040161,2022-06-01,16308,0000921895-22-001859,0000921895-22-001859,ok,full,0.0,,,,,0,0,0,0,0,0,
88260,0001040161,2024-12-04,79903,0000921895-24-002895,0000921895-24-002895,ok,full,1.0,2025-10-17,PREM14A,A,0001193125-25-242574,2,0,0,0,0,0,
87439,0001040896,2022-05-06,87302,0001477932-22-003302,0001477932-22-003302,ok,full,0.0,,,,,0,0,0,0,0,0,
87439,0001040896,2023-08-31,19797,0001628280-23-032277,0001628280-23-032277,ok,full,0.0,,,,,0,0,0,0,0,0,
85744,0001041024,2022-01-10,20297,0001513162-22-000005,0001513162-22-000005,ok,full,0.0,,,,,0,0,0,0,0,0,
85744,0001041024,2022-06-24,16681,0000921895-22-002146,0000921895-22-002146,ok,full,0.0,,,,,0,0,0,0,0,0,
86916,0001041657,2023-07-21,18046,0000897069-23-001029,0000897069-23-001029,ok,full,0.0,,,,,0,0,0,0,0,0,
88372,0001041657,2023-08-21,23014,0001104659-23-093833,0001104659-23-093833,ok,full,0.0,,,,,0,0,0,0,0,0,
85627,0001043509,2023-05-16,86128,0001213900-23-043557,0001213900-23-043557,ok,full,0.0,,,,,0,0,0,0,0,0,
88471,0001043961,2023-02-09,22252,0001140361-23-005544,0001140361-23-005544,ok,full,0.0,,,,,0,0,0,0,0,0,
92557,0001045742,2024-10-21,89449,0001140361-24-044419,0001140361-24-044419,ok,full,0.0,,,,,0,0,0,0,0,0,
85731,0001046025,2023-08-15,17093,0001104659-23-093361,0001104659-23-093361,ok,full,0.0,,,,,0,0,0,0,0,0,
86778,0001049502,2022-08-10,92220,0000914121-22-004079,0000914121-22-004079,ok,full,0.0,,,,,0,0,0,0,0,0,
87318,0001050441,2023-08-15,17093,0001104659-23-093361,0001104659-23-093361,ok,full,0.0,,,,,0,0,0,0,0,0,
86051,0001051627,2023-06-21,78915,0001193805-23-000935,0001193805-23-000935,ok,full,0.0,,,,,0,0,0,0,0,0,
86026,0001054905,2024-03-28,19585,0001104659-24-041578,0001104659-24-041578,ok,full,0.0,,,,,0,0,0,0,0,0,
85935,0001055160,2023-05-10,13537,0001104659-23-058700,0001104659-23-058700,ok,full,0.0,,,,,0,0,0,0,0,0,
86444,0001055726,2023-01-25,11636,0000921895-23-000284,0000921895-23-000284,ok,full,0.0,,,,,0,0,0,0,0,0,
86728,0001056358,2022-12-20,92468,0001213900-23-000847,0001213900-23-000847,ok,full,0.0,,,,,0,0,0,0,0,1,2021-05-27
14603,0001069899,2023-01-25,11636,0000921895-23-000284,0000921895-23-000284,ok,full,0.0,,,,,0,0,0,0,0,0,
13967,0001070081,2022-03-28,16044,0000902664-22-002457,0000902664-22-002457,ok,full,0.0,,,,,0,0,0,0,0,0,
86573,0001070296,2022-11-08,92807,0000921895-22-003096,0000921895-22-003096,ok,full,0.0,,,,,0,0,0,0,0,0,
22783,0001074871,2022-07-01,12078,0000897101-22-000685,0000897101-22-000685,ok,full,0.0,,,,,0,0,0,0,0,0,
22783,0001074871,2024-03-25,89891,0001140361-24-016912,0001140361-24-016912,ok,full,0.0,,,,,0,0,0,0,0,0,
90539,0001076682,2022-12-13,14874,0000921895-22-003273,0000921895-22-003273,ok,full,0.0,,,,,0,0,0,0,0,0,
90539,0001076682,2023-02-06,16393,0000897069-23-000114,0000897069-23-000114,ok,full,0.0,,,,,0,0,0,0,0,0,
86822,0001078271,2022-06-13,85424,0000807249-22-000074,0000807249-22-000074,ok,full,0.0,,,,,0,0,0,0,0,0,
86822,0001078271,2023-09-08,81241,0001104659-23-100860,0001104659-23-100860,ok,full,0.0,,,,,0,0,0,0,0,0,
86887,0001080340,2022-12-19,87084,0000921895-22-003278,0000921895-22-003278,ok,full,0.0,,,,,0,0,0,0,0,0,
23372,0001081745,2023-05-08,18306,0001213900-23-049686,0001213900-23-049686,ok,full,0.0,,,,,0,0,0,0,0,0,
88626,0001082038,2022-07-14,20630,0001193805-22-001110,0001193805-22-001110,ok,full,0.0,,,,,0,0,0,0,0,0,
88626,0001082038,2024-03-25,17358,0000902664-24-002747,0000902664-24-002747,ok,full,0.0,,,,,0,0,0,0,0,0,
87075,0001084048,2023-05-26,21297,0001104659-23-065438,0001104659-23-065438,ok,full,0.0,,,,,0,0,0,0,0,0,
93083,0001084554,2024-10-01,17889,0001214659-24-017295,0001214659-24-017295,ok,full,0.0,,,,,0,0,0,0,0,0,
87162,0001084869,2022-07-21,90371,0001058854-22-000033,0001058854-22-000033,ok,full,0.0,,,,,0,0,0,0,0,0,
17373,0001085243,2023-04-06,85539,0001973064-23-000001,0001973064-23-000001,ok,full,0.0,,,,,0,0,0,0,0,0,
93004,0001087294,2022-05-31,15542,0001104659-22-070134,0001104659-22-070134,ok,full,0.0,,,,,0,0,0,0,0,0,
87753,0001088034,2022-11-08,92807,0000921895-22-003096,0000921895-22-003096,ok,full,0.0,,,,,0,0,0,0,0,0,
90125,0001088856,2022-03-28,16044,0000902664-22-002457,0000902664-22-002457,ok,full,0.0,,,,,0,0,0,0,0,0,
89540,0001089063,2022-11-30,64282,0000899140-22-000826,0000899140-22-000826,ok,full,0.0,,,,,0,0,0,0,0,0,
87464,0001093082,2022-01-27,37402,0000921895-22-000291,0000921895-22-000291,ok,full,1.0,2022-03-21,8-K,A,0001193125-22-080630,5,0,0,0,0,0,
16472,0001094038,2023-08-16,16681,0000921895-23-002063,0000921895-23-002063,ok,full,0.0,,,,,0,0,0,0,0,0,
87487,0001094831,2022-01-26,15540,0001213900-22-005076,0001213900-22-005076,ok,full,0.0,,,,,0,0,0,0,0,0,
87510,0001095315,2021-11-30,34673,0000921895-22-000398,0000921895-22-000398,ok,full,0.0,,,,,0,0,0,0,0,0,
87510,0001095315,2022-08-23,15087,0001213900-22-051125,0001213900-22-051125,ok,full,0.0,,,,,0,0,0,0,0,0,
89002,0001101215,2022-02-28,66325,0000921895-22-000821,0000921895-22-000821,ok,full,0.0,,,,,0,0,0,0,0,0,
55597,0001104657,2022-08-12,46463,0001193805-22-001168,0001193805-22-001168,ok,full,0.0,,,,,0,0,0,0,0,0,
93016,0001106644,2023-08-22,13965,0001213900-23-072694,0001213900-23-072694,ok,full,0.0,,,,,0,0,0,0,0,0,
93016,0001106644,2024-05-23,14419,0001683168-24-003883,0001683168-24-003883,ok,full,0.0,,,,,0,0,0,0,0,0,
88511,0001108205,2023-03-14,16570,0001214659-23-003818,0001214659-23-003818,ok,full,0.0,,,,,0,0,0,0,0,0,
88511,0001108205,2023-05-11,15433,0000921895-23-001309,0000921895-23-001309,ok,full,0.0,,,,,0,0,0,0,0,0,
88511,0001108205,2024-10-01,17889,0001214659-24-017295,0001214659-24-017295,ok,full,0.0,,,,,0,0,0,0,0,0,
88319,0001111335,2023-02-08,76081,0001085146-23-000831,0001085146-23-000831,ok,full,0.0,,,,,0,0,0,0,0,0,
93266,0001117297,2022-11-29,22115,0000950142-22-003329,0000950142-22-003329,ok,full,0.0,,,,,0,0,0,0,0,0,
93266,0001117297,2023-05-25,85177,0001085146-23-002486,0001085146-23-002486,ok,full,0.0,,,,,0,0,0,0,0,0,
13816,0001118417,2022-04-11,21353,0001193125-22-113123,0001193125-22-113123,ok,full,0.0,,,,,0,0,0,0,0,0,
13816,0001118417,2024-03-25,21927,0001140361-24-017051,0001140361-24-017051,ok,full,1.0,2024-04-08,8-K,A,0001193125-24-089150,4,0,0,0,0,0,
89044,0001120914,2022-11-29,22115,0000950142-22-003329,0000950142-22-003329,ok,full,0.0,,,,,0,0,0,0,0,0,
88897,0001121484,2022-11-14,24459,0001193805-22-001587,0001193805-22-001587,ok,full,0.0,,,,,0,0,0,0,0,0,
89800,0001122904,2022-11-14,24459,0001193805-22-001587,0001193805-22-001587,ok,full,0.0,,,,,0,0,0,0,0,0,
89800,0001122904,2023-05-29,17045,0001193805-23-000851,0001193805-23-000851,ok,full,0.0,,,,,0,0,0,0,0,0,
90470,0001132651,2023-05-05,15539,0001104659-23-060964,0001104659-23-060964,ok,full,0.0,,,,,0,0,0,0,0,0,
89941,0001133311,2022-03-21,21829,0001213900-22-022355,0001213900-22-022355,ok,full,0.0,,,,,0,0,0,0,0,0,
89941,0001133311,2023-03-03,26084,0001815572-23-000003,0001815572-23-000003,ok,full,0.0,,,,,0,0,0,0,0,0,
89941,0001133311,2024-08-09,89387,0001665159-24-000001,0001665159-24-000001,ok,full,0.0,,,,,0,0,0,0,0,0,
92686,0001133869,2022-11-09,14452,0000921895-22-003092,0000921895-22-003092,ok,full,0.0,,,,,0,0,0,0,0,0,
89215,0001142750,2022-03-07,18141,0000902664-22-002198,0000902664-22-002198,ok,full,0.0,,,,,0,0,0,0,0,0,
14599,0001145255,2023-05-18,53373,0001213900-23-044009,0001213900-23-044009,ok,full,0.0,,,,,0,0,0,0,0,0,
14145,0001158114,2022-04-01,84607,0001062993-22-010017,0001062993-22-010017,ok,full,0.0,,,,,0,0,0,0,0,0,
14145,0001158114,2022-09-20,92466,0000921895-22-002735,0000921895-22-002735,ok,full,0.0,,,,,0,0,0,0,0,0,
14145,0001158114,2024-12-13,16710,0000950170-24-139216,0000950170-24-139216,ok,full,0.0,,,,,0,0,0,0,0,0,
89297,0001158324,2023-05-26,21297,0001104659-23-065438,0001104659-23-065438,ok,full,0.0,,,,,0,0,0,0,0,0,
91503,0001158895,2022-09-23,78876,0001214659-22-011485,0001214659-22-011485,ok,full,0.0,,,,,0,0,0,0,0,0,
90971,0001159167,2023-09-15,81621,0000921895-23-002203,0000921895-23-002203,ok,full,1.0,2024-01-29,8-K,A,0001193125-24-017523,1,0,0,0,1,1,2023-08-24
50789,0001161728,2024-11-14,21619,0001213900-24-111891,0001213900-24-111891,ok,full,0.0,,,,,0,0,0,0,0,0,
90710,0001168455,2023-01-19,17178,0000921895-23-000149,0000921895-23-000149,ok,full,0.0,,,,,0,0,0,0,0,1,2021-03-11
90710,0001168455,2024-12-10,83565,0000904853-24-000009,0000904853-24-000009,ok,full,,,,,,0,0,1,2,0,1,2021-03-11
91463,0001169561,2024-02-13,21617,0000921895-24-000526,0000921895-24-000526,ok,full,0.0,,,,,0,0,0,0,0,0,
89572,0001173489,2022-11-10,88203,0001493152-22-033146,0001493152-22-033146,ok,full,0.0,,,,,0,0,0,0,0,0,
15127,0001175151,2022-01-27,88564,0001493152-22-003197,0001493152-22-003197,ok,full,0.0,,,,,0,0,0,0,0,0,
15127,0001175151,2022-06-21,17898,0001058854-22-000031,0001058854-22-000031,ok,full,0.0,,,,,0,0,0,0,0,0,
15127,0001175151,2023-08-31,21933,0000902664-23-004716,0000902664-23-004716,ok,full,0.0,,,,,0,0,0,0,0,0,
13825,0001177648,2022-01-25,10530,0000921895-22-000341,0000921895-22-000341,ok,full,0.0,,,,,0,0,0,0,0,0,
13825,0001177648,2022-05-18,19356,0000902664-22-003160,0000902664-22-003160,ok,full,0.0,,,,,0,0,0,0,0,0,
90604,0001183765,2023-01-25,20297,0001513162-23-000013,0001513162-23-000013,ok,full,0.0,,,,,0,0,0,0,0,0,
90604,0001183765,2023-08-08,20588,0001104659-23-093555,0001104659-23-093555,ok,full,0.0,,,,,0,0,0,0,0,0,
90604,0001183765,2024-03-15,18419,0001193805-24-000439,0001193805-24-000439,ok,full,0.0,,,,,0,0,0,0,0,0,
22537,0001187953,2022-05-19,18855,0001068238-22-000140,0001068238-22-000140,ok,full,0.0,,,,,0,0,0,0,0,0,
22537,0001187953,2024-09-20,14158,0001104659-24-101777,0001104659-24-101777,ok,full,0.0,,,,,0,0,0,0,0,0,
18899,0001196298,2024-09-05,21263,0001193805-24-001111,0001193805-24-001111,ok,full,0.0,,,,,0,0,0,0,0,0,
18899,0001196298,2024-11-12,24087,0001622627-24-000064,0001622627-24-000064,ok,full,0.0,,,,,0,0,0,0,0,0,
21352,0001210677,2022-12-08,20195,0001193125-22-307453,0001193125-22-307453,ok,full,0.0,,,,,0,0,0,0,0,0,
13411,0001213037,2021-12-13,20318,0001104659-22-008244,0001104659-22-008244,ok,full,0.0,,,,,0,0,0,0,0,0,
13411,0001213037,2022-06-01,17134,0000921895-22-001894,0000921895-22-001894,ok,full,0.0,,,,,0,0,0,0,0,0,
13411,0001213037,2023-02-13,90400,0001213900-23-010961,0001213900-23-010961,ok,full,0.0,,,,,0,0,0,0,0,0,
90682,0001213809,2022-09-28,19628,0000902664-22-004509,0000902664-22-004509,ok,full,0.0,,,,,0,0,0,0,0,0,
90682,0001213809,2023-08-08,20588,0001104659-23-093555,0001104659-23-093555,ok,full,0.0,,,,,0,0,0,0,0,0,
90682,0001213809,2024-10-14,24814,0001520138-24-000357,0001520138-24-000357,ok,full,0.0,,,,,0,0,0,0,0,0,
91015,0001228454,2022-12-31,58836,0001587987-23-000044,0001587987-23-000044,ok,full,0.0,,,,,0,0,0,0,0,0,
23670,0001231457,2024-06-14,18559,0001104659-24-071864,0001104659-24-071864,ok,full,0.0,,,,,0,0,0,0,0,0,
13648,0001251769,2022-06-21,17898,0001058854-22-000031,0001058854-22-000031,ok,full,1.0,2022-11-30,8-K,A,0001193125-22-294815,4,0,0,0,0,0,
17685,0001261333,2022-04-04,14295,0001104659-22-042863,0001104659-22-042863,ok,full,0.0,,,,,0,0,0,0,0,0,
17685,0001261333,2022-09-29,18771,0000908834-22-000119,0000908834-22-000119,ok,full,0.0,,,,,0,0,0,0,0,0,
16247,0001272842,2023-08-20,20312,0001213900-23-071415,0001213900-23-071415,ok,full,0.0,,,,,0,0,0,0,0,0,
90097,0001275014,2023-07-21,82542,0001389404-23-000004,0001389404-23-000004,ok,full,0.0,,,,,0,0,0,0,0,0,
13198,0001275101,2024-04-18,92807,0001437749-24-012669,0001437749-24-012669,ok,full,0.0,,,,,0,0,0,0,0,0,
13198,0001275101,2024-10-29,24471,0000921895-24-002467,0000921895-24-002467,ok,full,0.0,,,,,0,0,0,0,0,0,
90179,0001275187,2022-09-23,78876,0001214659-22-011485,0001214659-22-011485,ok,full,0.0,,,,,0,0,0,0,0,0,
90179,0001275187,2023-08-09,79150,0000902664-23-004496,0000902664-23-004496,ok,full,0.0,,,,,0,0,0,0,0,0,
90454,0001278021,2022-01-01,12591,0000950142-22-000248,0000950142-22-000248,ok,full,0.0,,,,,0,0,0,0,0,0,
90454,0001278021,2022-05-02,21723,0001140361-22-018827,0001140361-22-018827,ok,full,0.0,,,,,0,0,0,0,0,0,
91977,0001278027,2024-04-30,20654,0000014693-24-000036,0000014693-24-000036,ok,full,0.0,,,,,0,0,0,0,0,0,
14862,0001279704,2023-08-14,15646,0001140361-23-041175,0001140361-23-041175,ok,full,0.0,,,,,0,0,0,0,0,0,
14615,0001280776,2024-03-06,13798,0001213900-24-025263,0001213900-24-025263,ok,full,0.0,,,,,0,0,0,0,0,0,
18806,0001285550,2022-07-11,20581,0001214659-22-009064,0001214659-22-009064,ok,full,0.0,,,,,0,0,0,0,0,0,
93085,0001285819,2022-09-21,17948,0001072613-22-000578,0001072613-22-000578,ok,full,0.0,,,,,0,0,0,0,0,0,
89741,0001288855,2024-04-18,92807,0001437749-24-012669,0001437749-24-012669,ok,full,0.0,,,,,0,0,0,0,0,0,
14548,0001289636,2022-04-01,83910,0001213900-22-018462,0001213900-22-018462,ok,full,0.0,,,,,0,0,0,0,0,0,
90288,0001289850,2022-11-09,15016,0001140361-22-041635,0001140361-22-041635,ok,full,0.0,,,,,0,0,0,0,0,0,
15507,0001290149,2022-03-21,20662,0000935836-22-000298,0000935836-22-000298,ok,full,1.0,2022-04-13,8-K,A,0001193125-22-103561,4,0,0,0,0,0,
13947,0001293971,2022-02-23,14707,0000921895-22-000790,0000921895-22-000790,ok,full,0.0,,,,,0,0,0,0,0,0,
14459,0001294133,2024-10-30,41188,0001214659-24-018485,0001214659-24-018485,ok,full,0.0,,,,,0,0,0,0,0,0,
91500,0001297989,2024-02-13,21617,0000921895-24-000526,0000921895-24-000526,ok,full,0.0,,,,,0,0,0,0,0,0,
90548,0001305168,2024-08-19,20336,0001214659-24-014893,0001214659-24-014893,ok,full,1.0,2024-08-28,8-K,A,0001628280-24-038612,4,0,0,1,0,0,
15496,0001305773,2022-06-07,19082,0001493152-22-016439,0001493152-22-016439,ok,full,0.0,,,,,0,0,0,0,0,0,
15496,0001305773,2022-09-07,83145,0001193125-22-247613,0001193125-22-247613,ok,full,1.0,2023-06-23,8-K,A,0001305773-23-000032,4,0,0,0,0,0,
15496,0001305773,2023-05-02,22281,0001213900-23-045646,0001213900-23-045646,ok,full,1.0,2023-06-23,8-K,A,0001305773-23-000032,4,0,0,0,0,0,
13260,0001313275,2023-08-03,16999,0001213900-23-066230,0001213900-23-066230,ok,full,0.0,,,,,0,0,0,0,0,0,
20648,0001315098,2022-04-04,14295,0001104659-22-042863,0001104659-22-042863,ok,full,0.0,,,,,0,0,0,0,0,0,
91395,0001318641,2022-12-13,14874,0000921895-22-003273,0000921895-22-003273,ok,full,0.0,,,,,0,0,0,0,0,0,
14185,0001320461,2023-10-04,21002,0001193805-23-001392,0001193805-23-001392,ok,full,0.0,,,,,0,0,0,0,0,0,
19788,0001321655,2022-04-04,14295,0001104659-22-042863,0001104659-22-042863,ok,full,0.0,,,,,0,0,0,0,0,0,
14807,0001325618,2022-04-20,13878,0000921895-22-001398,0000921895-22-001398,ok,full,0.0,,,,,0,0,0,0,0,0,
93301,0001325879,2022-07-05,16104,0000947871-22-000750,0000947871-22-000750,ok,full,1.0,2022-10-18,8-K,A,0001193125-22-264065,4,0,0,0,0,0,
90926,0001326190,2022-02-23,14707,0000921895-22-000790,0000921895-22-000790,ok,full,0.0,,,,,0,0,0,0,0,0,
17041,0001326706,2024-08-30,18089,0001654954-24-011641,0001654954-24-011641,ok,full,,,,,,0,0,1,1,0,0,
17970,0001327607,2024-03-18,22302,0000897069-24-000736,0000897069-24-000736,ok,full,0.0,,,,,0,0,0,0,0,0,
15582,0001327688,2024-11-22,17343,0001213900-24-102372,0001213900-24-102372,ok,full,0.0,,,,,0,0,0,0,0,0,
90925,0001331875,2024-12-09,23340,0001493152-24-049899,0001493152-24-049899,ok,full,0.0,,,,,0,0,0,0,0,0,
16819,0001334325,2023-06-09,84184,0001104659-23-072981,0001104659-23-072981,ok,full,0.0,,,,,0,0,0,0,0,0,
16819,0001334325,2023-08-31,21933,0000902664-23-004716,0000902664-23-004716,ok,full,0.0,,,,,0,0,0,0,0,0,
12452,0001337013,2022-08-09,22220,0001213900-22-049682,0001213900-22-049682,ok,full,0.0,,,,,0,0,0,0,0,0,
91083,0001337068,2022-03-22,18554,0001437749-22-007518,0001437749-22-007518,ok,full,0.0,,,,,0,0,0,0,0,0,
14238,0001337553,2022-04-12,16668,0001104659-22-049068,0001104659-22-049068,ok,full,1.0,2022-09-21,PREM14A,A,0001140361-22-034303,3,0,0,1,0,0,
15378,0001339970,2023-07-19,18377,0001072613-23-000402,0001072613-23-000402,ok,full,0.0,,,,,0,0,0,0,0,0,
15378,0001339970,2024-12-13,19939,0001373604-24-000114,0001373604-24-000114,ok,full,0.0,,,,,0,0,0,0,0,0,
93263,0001341766,2024-10-11,16431,0001104659-24-109740,0001104659-24-109740,ok,full,0.0,,,,,0,0,0,0,0,0,
91186,0001347178,2023-01-25,11636,0000921895-23-000284,0000921895-23-000284,ok,full,0.0,,,,,0,0,0,0,0,0,
91234,0001350593,2022-08-12,46463,0001193805-22-001168,0001193805-22-001168,ok,full,0.0,,,,,0,0,0,0,0,0,
16805,0001351636,2022-07-19,21737,0001140361-22-027287,0001140361-22-027287,ok,full,0.0,,,,,0,0,0,0,0,0,
16805,0001351636,2023-05-09,90989,0000921895-23-001235,0000921895-23-001235,ok,full,0.0,,,,,0,0,0,0,0,0,
14072,0001356090,2022-07-05,16104,0000947871-22-000750,0000947871-22-000750,ok,full,0.0,,,,,0,0,0,0,0,0,
13410,0001356576,2024-03-28,19585,0001104659-24-041578,0001104659-24-041578,ok,full,0.0,,,,,0,0,0,0,0,0,
18458,0001357874,2022-07-07,19544,0000895345-22-000552,0000895345-22-000552,ok,full,0.0,,,,,0,0,0,0,0,0,
18458,0001357874,2023-03-16,91279,0001437749-23-007913,0001437749-23-007913,ok,full,0.0,,,,,0,0,0,0,0,0,
18458,0001357874,2024-10-01,17889,0001214659-24-017295,0001214659-24-017295,ok,full,0.0,,,,,0,0,0,0,0,0,
13796,0001360214,2023-07-28,49488,0001140361-23-038327,0001140361-23-038327,ok,full,0.0,,,,,0,0,0,0,0,0,
21116,0001360565,2023-08-31,19797,0001628280-23-032277,0001628280-23-032277,ok,full,0.0,,,,,0,0,0,0,0,0,
18098,0001362190,2023-08-31,19797,0001628280-23-032277,0001628280-23-032277,ok,full,0.0,,,,,0,0,0,0,0,0,
91575,0001364479,2023-05-25,14136,0001085146-23-002488,0001085146-23-002488,ok,full,0.0,,,,,0,0,0,0,0,0,
91742,0001367083,2022-07-26,15374,0001214659-22-009648,0001214659-22-009648,ok,full,0.0,,,,,0,0,0,0,0,0,
91571,0001367644,2024-02-12,14456,0001104659-24-024047,0001104659-24-024047,ok,full,0.0,,,,,0,0,0,0,0,0,
14451,0001367920,2022-09-21,17948,0001072613-22-000578,0001072613-22-000578,ok,full,1.0,2023-01-19,SC TO-C,A+B,0000950103-23-000746,7,0,0,0,0,0,
92035,0001368265,2022-10-16,20246,0001104659-22-111608,0001104659-22-111608,ok,full,0.0,,,,,0,0,0,0,0,0,
91683,0001368458,2022-05-18,89394,0000921895-22-001834,0000921895-22-001834,ok,full,0.0,,,,,0,0,0,0,0,0,
15291,0001370637,2022-09-29,18771,0000908834-22-000119,0000908834-22-000119,ok,full,0.0,,,,,0,0,0,0,0,0,
15132,0001372299,2023-09-27,13962,0001140361-23-045575,0001140361-23-045575,ok,full,0.0,,,,,0,0,0,0,0,0,
15510,0001372514,2022-06-02,91086,0000902664-22-003257,0000902664-22-003257,ok,full,0.0,,,,,0,0,0,0,0,0,
15510,0001372514,2024-02-27,15542,0001104659-24-031033,0001104659-24-031033,ok,full,0.0,,,,,0,0,0,0,0,0,
15510,0001372514,2024-06-26,16824,0001104659-24-076281,0001104659-24-076281,ok,full,0.0,,,,,0,0,0,0,0,0,
93429,0001374310,2022-05-02,21723,0001140361-22-018827,0001140361-22-018827,ok,full,0.0,,,,,0,0,0,0,0,0,
14711,0001374690,2023-10-04,12577,0001140361-23-048351,0001140361-23-048351,ok,full,0.0,,,,,0,0,0,0,0,0,
14133,0001379006,2024-02-27,15542,0001104659-24-031033,0001104659-24-031033,ok,full,0.0,,,,,0,0,0,0,0,0,
14133,0001379006,2024-06-26,16824,0001104659-24-076281,0001104659-24-076281,ok,full,0.0,,,,,0,0,0,0,0,0,
14133,0001379006,2024-12-13,15433,0001437749-24-038167,0001437749-24-038167,ok,full,0.0,,,,,0,0,0,0,0,0,
